Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,SalePrice
376,1,6.806829360392176,0.0,6.52649485957079,0,1922,11.018629143155449
377,5,6.81783057145415,2.0,6.76849321164863,1,1996,11.904967552746252
378,8,7.81035268372429,2.0,7.365180126021013,3,2004,12.736700896592344
379,9,7.526178913346146,3.0,7.526178913346146,1,2010,12.885202034321916
380,6,7.495541943884256,2.0,6.889591308354466,2,2000,12.095141084822892
381,5,7.43307534889858,1.0,6.933423025730715,2,1924,11.751942365440728
382,7,7.170888478512505,2.0,7.164720378771857,2,2006,12.142866569626381
383,7,7.493873886783559,2.0,6.844815479208263,2,2006,12.271392111650817
384,6,6.664409020350408,2.0,6.664409020350408,1,1928,11.238488619268468
385,6,7.577121930876679,2.0,7.365180126021013,2,1992,12.388394202324129
386,8,7.1459844677143876,2.0,7.135687347028144,2,2004,12.165250651009918
387,5,7.076653815443951,0.0,6.489204931325317,1,1910,11.302204433654575
388,6,7.025538314638521,1.0,6.947937068614969,1,1976,11.736069016284437
389,7,7.2991214627108,2.0,7.291656209174461,2,1999,12.160028707028767
390,10,7.754481547470383,3.0,7.427738840532894,2,2007,12.962194625251508
391,5,7.220373836723949,1.0,6.7580945044277305,1,1900,11.686878772093667
392,6,7.581209826196346,2.0,6.6895992691789665,2,2001,12.2783933071098
393,5,6.782192056006791,1.0,0.0,1,1959,11.575900264131617
394,4,6.669498089857879,0.0,6.669498089857879,1,1941,11.512925464970229
395,5,6.9411900550683745,1.0,6.5998704992128365,1,1940,11.59910316121128
396,5,7.042286171939743,1.0,7.042286171939743,1,1956,11.76756768334381
397,5,6.795705775173514,2.0,6.795705775173514,1,1972,11.719939634354555
398,5,7.502186486602924,1.0,6.761572768804055,2,1962,12.040608205802641
399,5,6.981934677156389,1.0,6.8679744089702925,1,1920,11.112447898373103
400,7,7.346010209913293,2.0,6.9957661563048505,2,2006,12.392552212472792
401,8,7.160845906664299,2.0,7.138866999945524,1,1996,12.411052226216713
402,7,7.177782416195197,2.0,7.177782416195197,2,2005,12.01364014498549
403,5,6.51025834052315,1.0,6.51025834052315,1,1940,11.589886506106357
404,8,7.724446645633537,2.0,7.039660349862076,2,1998,12.460714863903755
405,6,7.360103972989152,2.0,6.692083742506628,2,1995,12.031719258385396
406,4,7.3901814282264295,2.0,7.155396301896734,2,1976,11.918390573078392
407,6,7.40184157874383,1.0,6.96979066990159,1,1936,11.652687407345388
408,6,7.426549072397305,1.0,6.733401891837359,2,1915,12.083905011555967
409,7,7.683403681053826,3.0,6.968850378341948,2,2006,12.542544882151386
410,8,7.639161171659173,3.0,6.9411900550683745,2,2007,12.73596533201339
411,5,7.151485463904735,1.0,7.151485463904735,1,1958,11.002099841204238
412,5,6.962243464266207,2.0,6.962243464266207,1,1955,11.884489021402711
413,7,7.298445101508147,2.0,7.293017679772782,2,2009,12.310432660854417
414,5,6.93537044601511,2.0,6.915723448631314,1,1927,11.652687407345388
415,7,7.64826303090192,3.0,6.984716320118266,2,1993,12.337100907936577
416,7,7.200424892944957,2.0,7.200424892944957,2,2007,12.106992367829498
417,6,7.24422751560335,2.0,6.51025834052315,1,1978,11.915051671812877
418,6,7.8724551500639794,3.0,7.222566018822171,2,1918,12.384218830913648
419,5,7.033506484287697,1.0,6.628041376179533,1,1940,11.744037185933616
420,5,6.962243464266207,1.0,6.962243464266207,1,1968,11.863582336583399
421,7,7.203405521083095,4.0,7.203405521083095,2,1997,12.237086699059343
422,6,7.379008127628304,2.0,7.379008127628304,2,1977,12.2783933071098
423,5,6.895682697747868,2.0,6.895682697747868,1,1954,11.635143097694478
424,8,7.874739125171811,3.0,7.293017679772782,2,1998,12.66032791780777
425,6,7.086737934510577,1.0,7.086737934510577,1,1956,11.842229212112828
426,7,7.236339342754344,1.0,6.478509642208569,1,1946,11.813030057420567
427,7,7.404887575616125,2.0,7.325148957955575,2,1989,12.524526376648708
428,4,6.810142450115136,1.0,6.810142450115136,1,1957,11.59917655301345
429,7,7.0967213784947605,2.0,7.0967213784947605,2,2007,12.182804018590819
430,6,7.252762418053187,2.0,7.238496840894365,2,1988,12.072541252905651
431,6,6.894670039433482,1.0,6.180016653652572,1,1971,11.355101379776661
432,6,7.088408778675395,0.0,6.803505257608338,1,1920,11.288531131754366
433,5,7.21890970761906,2.0,6.639875833826536,1,1971,11.715866308966918
434,6,7.38025578842646,2.0,6.8308742346461795,2,1997,12.106252310247962
435,4,6.4457198193855785,0.0,6.4457198193855785,1,1972,11.302204433654575
436,7,7.415175109613295,2.0,6.683360945766275,2,1996,12.26434155365415
437,6,7.0192966537150445,2.0,6.473890696352274,1,1920,11.661345470088502
438,6,6.806829360392176,1.0,6.784457062637643,1,1926,11.686878772093667
439,5,6.542471960506805,1.0,6.0867747269123065,1,1913,11.411446296020374
440,6,7.086737934510577,2.0,6.52795791762255,1,1920,11.608235644774552
441,10,7.784057002639929,3.0,8.037220031133012,2,2008,13.226723392728571
442,4,7.272398392570047,0.0,7.272398392570047,2,1955,11.678439903447801
443,5,7.360739903058278,2.0,6.982862751468942,2,1930,12.000891794590137
444,7,7.1372784372603855,3.0,7.1372784372603855,2,2006,12.058152515453552
445,7,7.553810852008231,2.0,6.818924065275521,2,1994,12.254862809699606
446,6,7.4318919168078,2.0,7.269616749608169,1,1956,11.755871643580617
447,6,7.543273346705446,2.0,7.324489979348532,2,1966,12.154779351142624
448,7,7.542213463193403,2.0,6.835184586147301,2,1998,12.205572520488492
449,6,7.226936018493289,1.0,6.659293919683638,2,1937,11.691071650353702
450,3,7.075808863978387,1.0,6.47543271670409,1,1948,11.695247021764184
451,6,6.70073110954781,1.0,6.70073110954781,1,1930,11.608235644774552
452,7,7.334981878871814,2.0,7.334981878871814,2,1975,12.542544882151386
453,6,7.470793774195062,2.0,6.77078942390898,2,1996,12.225875272826354
454,8,7.371489295214277,2.0,6.643789733147672,2,2008,12.254862809699606
455,5,7.454719949364001,2.0,7.454719949364001,2,1976,12.144197241812087
456,7,7.124478262493424,2.0,7.124478262493424,1,1973,12.075394321888057
457,5,7.203405521083095,3.0,6.436150368369428,1,1916,11.49272275765271
458,4,7.416378479192928,2.0,7.218176838403408,1,1954,12.4529327234617
459,8,7.418180822726788,1.0,6.376726947898627,1,1925,11.9891596439666
460,5,7.0925737159746784,1.0,6.5638555265321274,1,1950,11.608235644774552
461,8,7.5678626054638825,2.0,6.723832440821209,2,2009,12.481561937216318
462,7,7.034387929915503,2.0,6.327936783729195,1,1936,11.951180395901384
463,5,6.761572768804055,1.0,6.761572768804055,1,1965,11.041048081342682
464,6,7.414572881350589,1.0,6.5722825426940075,1,1934,12.147913731356642
465,5,6.946975992135418,0.0,6.946975992135418,2,1978,11.728036844587175
466,7,7.254177846456518,2.0,7.226209010100671,2,2004,12.093687514935382
467,7,7.152268856032539,2.0,7.152268856032539,1,1970,12.025749091398891
468,5,7.404887575616125,1.0,6.590301048196686,1,1942,11.894780707439258
469,8,7.3987862754199485,3.0,7.3938782901077555,2,2006,12.429216196844383
470,6,7.444248649496705,2.0,6.723832440821209,2,1993,12.138863895836725
471,8,7.31455283232408,2.0,7.305188215393037,1,1985,12.26434155365415
472,7,7.585281078639126,2.0,6.694562058521095,2,1977,12.154779351142624
473,6,6.977281341630747,2.0,6.304448802421981,1,2005,11.904967552746252
474,8,7.588829878307813,3.0,7.588829878307813,2,2006,12.994530005894443
475,8,7.409741954080923,2.0,7.309212365692763,2,2000,12.43320821811392
476,5,6.877296071497429,2.0,6.877296071497429,1,1963,11.794337924408413
477,6,7.30854279753919,2.0,7.298445101508147,2,1997,12.249610947544657
478,9,7.879669914604289,3.0,7.674617497364363,2,2006,12.84792653170257
479,8,7.4489161025442,3.0,7.4413203897176174,2,2007,12.601487417784837
480,4,7.030857476116121,2.0,6.810142450115136,1,1937,11.401669829409995
481,9,7.52294091807237,3.0,7.513709247839705,2,2004,12.694652660348845
482,9,7.491087593534876,3.0,7.491087593534876,2,2003,12.832011076396668
483,7,7.509883061154913,1.0,6.813444599510896,1,1915,11.951180395901384
484,6,7.103322062526113,2.0,7.103322062526113,2,1998,12.007621706806335
485,5,6.906754778648554,1.0,6.906754778648554,1,1962,11.794337924408413
486,5,7.014814351275545,1.0,7.014814351275545,1,1950,11.898187865760873
487,5,6.9782137426306985,2.0,6.9782137426306985,1,1965,11.957611286231675
488,5,7.302496423727326,2.0,7.302496423727326,2,1971,12.072541252905651
489,5,7.789040401657477,2.0,6.860663671448287,2,1900,11.982929094215963
490,4,6.4457198193855785,1.0,6.4457198193855785,1,1970,11.362102575235644
491,5,7.1731917424865985,1.0,5.575949103146316,1,1976,11.652687407345388
492,6,7.363913501405819,1.0,6.692083742506628,1,1941,11.79810440720389
493,6,7.283448228756631,2.0,6.590301048196686,2,2006,12.059803326028716
494,5,7.1459844677143876,1.0,7.1459844677143876,1,1960,11.951180395901384
495,5,6.786716950605081,1.0,5.247024072160486,1,1938,11.421906066583059
496,4,6.579251212010101,0.0,6.579251212010101,1,1920,10.460242108190519
497,8,8.07961802938984,2.0,8.070906088787819,3,1992,12.971540487669746
498,7,7.506591780070841,1.0,6.933423025730715,2,1925,12.122691036591123
499,5,6.80128303447162,1.0,6.761572768804055,1,1967,11.77528972943772
500,5,6.815639990074331,1.0,6.815639990074331,1,1958,11.695247021764184
501,6,7.1049654482698426,1.0,6.51025834052315,1,1973,11.635143097694478
502,7,7.477604243197589,2.0,6.763884908562435,2,2005,12.33138283649562
503,5,7.101675971619444,2.0,7.101675971619444,1,1965,11.84939770159144
504,7,7.496097345175956,2.0,7.313886831633462,2,1959,12.57418196709457
505,6,7.186901020411631,2.0,6.75110146893676,2,1974,11.898187865760873
506,5,7.580699752224563,2.0,6.866933284461882,2,1952,11.732060994886899
507,8,7.555381944240273,2.0,6.655440350367647,2,1993,12.2783933071098
508,6,7.1049654482698426,2.0,7.1049654482698426,2,2009,12.246734627249063
509,7,7.228388451573604,2.0,6.535241271013659,2,1928,11.9891596439666
510,5,6.947937068614969,1.0,6.947937068614969,1,1959,11.732060994886899
511,5,7.217443431696533,1.0,6.915723448631314,1,1951,12.01309450854769
512,7,7.221105098182496,2.0,7.221105098182496,2,2005,12.219309648562168
513,5,6.761572768804055,2.0,6.761572768804055,1,1958,11.77452020265869
514,6,6.984716320118266,2.0,6.988413181999592,1,1983,11.805595078933049
515,5,6.670766320845874,1.0,6.643789733147672,1,1926,11.477298287327077
516,10,7.61085279039525,3.0,7.603897968521881,2,2009,12.906346868281233
517,6,7.6586995582682995,2.0,6.535241271013659,2,1972,11.970350312009105
518,7,7.759614150696903,3.0,7.142036574706803,2,1996,12.487485104968359
519,6,7.493317248862145,2.0,6.677083461247136,2,1998,12.259613412458204
520,7,7.640123172695364,1.0,7.151485463904735,1,1926,12.363076394339839
521,4,7.165493475060845,0.0,0.0,2,1900,11.573550086786664
522,6,7.126087273299125,1.0,7.126087273299125,1,1957,11.918390573078392
523,6,7.416979621381154,2.0,6.911747300251674,2,1947,11.976659481202368
524,10,8.450198322591959,3.0,8.051340933292979,3,2007,12.126758838810447
525,7,7.7823903355874595,3.0,7.229113877793302,2,1996,12.662706040212738
526,7,7.143617602704121,2.0,7.136483208590247,2,2005,12.078239274020289
527,5,6.833031732786201,1.0,6.833031732786201,1,1956,11.790557201568507
528,9,7.905810312658931,3.0,7.280697195384741,2,2008,13.008659261632127
529,4,6.405228458030842,0.0,6.269096283706261,1,1920,11.362102575235644
530,6,7.83002808253384,2.0,7.618251097876695,3,1957,12.209187788430318
531,6,7.319202458767849,2.0,7.2868764117507,2,1988,12.072541252905651
532,6,7.216709486709457,2.0,6.415096959171596,2,1920,11.759785542901755
533,5,6.717804695023691,1.0,0.0,1,1955,11.585246126549855
534,1,5.811140992976701,0.0,0.0,1,1946,10.578979797857352
535,8,7.254177846456518,2.0,6.561030665896573,2,2004,12.089538829274222
536,5,7.205635176410364,0.0,7.018401799069201,1,1910,11.585246126549855
537,7,7.452402451223638,2.0,6.779921907472252,2,1998,12.144197241812087
538,4,6.761572768804055,2.0,6.761572768804055,1,1972,11.619535200028487
539,5,7.055312843339752,1.0,6.957497370876951,1,1968,11.970350312009105
540,8,7.3783837129967145,2.0,7.365812837209472,2,2001,12.513557345278134
541,9,7.516433302915632,3.0,7.516433302915632,2,2006,12.66032791780777
542,8,7.734121303328305,3.0,6.876264611890766,2,2000,12.421184025147118
543,7,7.426549072397305,2.0,7.408530566894626,2,1998,12.270220465353926
544,7,6.642486801367256,1.0,6.583409222158765,1,1998,11.79810440720389
545,7,7.310550158534422,2.0,6.483107351457199,2,2006,12.09884928474215
546,7,7.688455356549944,3.0,7.093404625868766,2,1988,12.341477282536376
547,6,7.399398083331354,2.0,6.970730078143525,1,1923,12.254862809699606
548,5,6.643789733147672,2.0,6.643789733147672,1,1970,11.771436160121729
549,5,6.715383386334681,2.0,6.715383386334681,1,1955,11.736069016284437
550,7,7.646831391430482,2.0,6.815639990074331,2,2003,12.479909311159902
551,6,6.974478911025045,2.0,6.974478911025045,2,1977,11.84939770159144
552,5,6.833031732786201,1.0,6.833031732786201,1,1957,11.630708500626612
553,8,7.448333860897476,3.0,7.443663683115591,2,2006,12.450977688625896
554,4,7.026426808699636,2.0,0.0,2,1949,11.589886506106357
555,7,7.6236419465115715,3.0,6.905753276311464,2,2003,12.556729517143344
556,5,6.954638864880987,1.0,6.900730664045173,1,1922,11.635143097694478
557,5,6.9957661563048505,1.0,6.9957661563048505,1,1957,11.856515169360305
558,4,7.197435354096591,1.0,6.456769655572163,1,1920,11.589886506106357
559,7,7.27655640271871,2.0,6.591673732008658,2,1996,12.072541252905651
560,7,7.350516171833998,2.0,7.2254814727822945,2,2003,12.363076394339839
561,5,7.238496840894365,2.0,7.238496840894365,1,1957,11.70766954176274
562,5,7.236339342754344,2.0,7.236339342754344,1,1974,12.043553716032399
563,5,6.903747257584598,0.0,6.903747257584598,1,1940,11.589886506106357
564,6,7.422971251049421,2.0,7.0587581525186645,2,1918,12.128111104060462
565,7,7.738488122494646,2.0,6.9985096422506015,2,1992,12.498742259492994
566,6,7.4067107301776405,1.0,6.692083742506628,1,1915,11.759785542901755
567,9,7.825644732219989,3.0,7.022868086082641,2,2005,12.691580461311874
568,7,7.336285660021297,2.0,7.324489979348532,2,2004,12.273731294003989
569,8,7.664815785285735,2.0,7.310550158534422,1,1983,12.66539442642905
570,5,6.849066282633458,2.0,6.849066282633458,1,1979,11.820116003810051
571,5,7.454719949364001,2.0,7.454719949364001,2,1965,11.867798786962332
572,6,6.761572768804055,1.0,6.761572768804055,1,1959,11.695247021764184
573,7,7.433666540166168,2.0,6.740519359606223,2,2009,12.321630986164447
574,7,7.265429723253953,2.0,5.950642552587727,2,2000,12.043553716032399
575,5,7.011213987350367,1.0,5.918893854273146,1,1971,11.842229212112828
576,5,7.103322062526113,1.0,6.723832440821209,1,1947,11.682668239557323
577,7,7.29776828253138,1.0,6.7580945044277305,2,1928,11.884489021402711
578,5,7.1853870155804165,2.0,7.059617628291383,1,1966,12.010665849187564
579,7,7.238496840894365,2.0,6.535241271013659,2,2007,11.891361900690473
580,5,7.492760300922379,1.0,6.956545443151569,2,1954,11.786762130599957
581,6,7.264730177929867,2.0,7.042286171939743,1,1960,12.111212364506214
582,8,7.621684998724611,3.0,7.621684998724611,2,2008,12.442302200392747
583,6,6.704414354964107,0.0,6.704414354964107,1,1990,11.682668239557323
584,10,7.928406026180535,2.0,7.1204443723924875,3,1893,12.691580461311874
585,4,7.360739903058278,1.0,6.784457062637643,1,1935,11.79810440720389
586,8,7.614805364711073,3.0,7.532623618788788,2,2005,12.820987977820545
587,6,6.731018100482083,1.0,6.704414354964107,1,1918,11.77528972943772
588,5,6.756932389247553,2.0,6.733401891837359,1,1982,11.827736204810263
589,5,7.29505641646263,1.0,7.270312886079025,1,1968,11.870599909242044
590,5,6.840546529288687,1.0,6.60934924316738,1,1930,11.283512300642423
591,7,7.366445148327599,2.0,6.646390514847729,2,2004,12.132964173709535
592,10,7.738923757439457,3.0,7.451241684987676,2,2008,13.021326833226556
593,5,6.704414354964107,2.0,6.704414354964107,1,1982,11.835008964139341
594,6,6.742880635791903,2.0,6.742880635791903,1,2003,11.84939770159144
595,5,6.828712071641684,1.0,6.828712071641684,1,1975,11.608235644774552
596,8,7.509883061154913,3.0,7.503289630675082,2,2005,12.672946381766982
597,6,7.221105098182496,1.0,6.52795791762255,1,1910,11.648365035864053
598,7,7.2456550675945355,3.0,7.1372784372603855,0,2006,12.17664898415669
599,5,7.4067107301776405,2.0,7.265429723253953,2,1977,12.289954129510877
600,6,7.349873704738337,2.0,6.573680166960646,2,1980,11.925035115797062
601,8,7.55171221535131,2.0,6.964135612418245,2,2005,12.524526376648708
602,6,7.226209010100671,1.0,6.659293919683638,1,1937,11.856515169360305
603,8,7.557472901614746,2.0,6.811244378601294,2,1992,12.301382825334498
604,7,7.090076835776092,2.0,6.396929655216146,2,2004,11.925035115797062
605,7,7.309212365692763,2.0,7.309212365692763,2,2002,12.30591798049989
606,7,7.593877844605118,2.0,6.643789733147672,2,1965,12.230765258120545
607,5,6.946975992135418,2.0,6.946975992135418,1,1996,11.931635799828413
608,5,7.60489448081162,1.0,6.79794041297493,3,1948,12.323855681186558
609,8,8.069029328774958,2.0,6.872128101338986,2,1934,12.791356180214175
610,4,6.9363427358340495,1.0,6.9363427358340495,1,1961,11.682668239557323
611,9,7.674617497364363,3.0,7.272398392570047,2,2000,12.65395846952229
612,6,6.939253946041508,2.0,6.939253946041508,2,1978,11.904967552746252
613,8,7.534762657037537,2.0,7.1693500166706,2,2001,12.474189562487116
614,5,7.02108396428914,0.0,7.02108396428914,1,2007,11.898187865760873
615,4,6.4457198193855785,0.0,6.4457198193855785,1,1972,11.231887935237117
616,6,6.960347729101308,2.0,6.841615476477592,1,1963,11.831379196088763
617,6,7.319202458767849,2.0,6.663132695990803,2,2002,12.118333731222167
618,6,6.723832440821209,2.0,6.723832440821209,1,1954,11.566466231898259
619,9,7.510977752014095,3.0,7.507690077819904,2,2007,12.659734090733718
620,8,7.724004656676065,3.0,7.301147805856032,2,2003,12.628067055589549
621,3,6.761572768804055,0.0,6.761572768804055,1,1914,11.112447898373103
622,6,7.868636894184167,2.0,7.3277805384216315,2,1974,12.388394202324129
623,5,6.887552571664617,2.0,6.887552571664617,1,1977,11.813030057420567
624,6,7.321188556739478,2.0,6.628041376179533,2,2000,12.034691028774553
625,6,7.489970898834801,2.0,6.595780513961311,1,1972,12.014609430818936
626,6,7.017506142941256,2.0,7.017506142941256,1,1962,11.982929094215963
627,5,7.259819610363186,1.0,6.885509670034818,1,1960,11.848683160653573
628,6,7.326465613840322,1.0,7.052721049232323,1,1955,11.938193200374572
629,5,7.640123172695364,2.0,6.946975992135418,1,1969,11.813030057420567
630,6,7.2078598714324755,2.0,7.129297548929373,1,1964,12.034691028774553
631,5,7.4673710669175595,1.0,6.455198563340122,1,1880,11.728036844587175
632,8,7.348587530927593,2.0,7.348587530927593,2,2006,12.25247901834433
633,7,7.252053951852814,2.0,7.234177179749849,2,1977,11.320553572322773
634,5,6.962243464266207,1.0,6.962243464266207,1,1954,11.845102777308561
635,6,6.962243464266207,2.0,6.962243464266207,0,1980,11.877568578558138
636,6,8.130059039992796,0.0,7.272398392570047,2,1914,12.206072645530174
637,2,6.684611727667927,0.0,5.575949103146316,1,1936,11.002099841204238
638,5,7.234898420314831,1.0,6.698268054115413,2,1954,11.440354772135393
639,5,6.679599185844383,0.0,6.679599185844383,1,1910,11.350406535472453
640,8,7.356918242356021,3.0,7.326465613840322,2,2006,12.485827127509431
641,8,7.325148957955575,2.0,7.325148957955575,1,2003,12.520883385370206
642,7,7.564757012905729,2.0,6.963189985870238,2,2001,12.328290278254423
643,8,7.902487437162855,2.0,7.5766097669730375,2,1972,12.751299696013497
644,5,7.3901814282264295,2.0,6.659293919683638,2,1969,11.931635799828413
645,9,7.476472381163905,3.0,7.476472381163905,2,2009,12.823628446539173
646,6,6.8885724595653635,2.0,6.8885724595653635,1,1971,11.872346634576987
647,5,6.954638864880987,2.0,0.0,1,1950,11.495779306135258
648,6,6.9975959829819265,2.0,6.9975959829819265,1,1953,11.951180395901384
649,6,7.516977224604321,2.0,6.628041376179533,1,1966,11.951180395901384
650,4,6.4457198193855785,0.0,6.4457198193855785,1,1970,11.344506813345266
651,7,7.417580402414544,2.0,6.70073110954781,2,2007,12.235388699864227
652,4,7.31986492980897,1.0,6.626717749249025,1,1940,11.589886506106357
653,7,7.447751280047908,2.0,6.779921907472252,2,1996,12.160028707028767
654,6,7.292337176173877,1.0,6.628041376179533,1,1906,11.813030057420567
655,8,7.655864017616056,3.0,7.653969180478774,2,1995,12.765688433465597
656,6,6.9957661563048505,1.0,6.263398262591624,1,1971,11.385092093460344
657,5,6.959398512133975,1.0,6.959398512133975,1,1959,11.887931365593685
658,7,7.31455283232408,1.0,6.654152520183219,1,1931,11.911701584927597
659,6,7.284820912568604,1.0,6.815639990074331,1,1948,11.487607656985938
660,5,7.303843225277705,2.0,7.303843225277705,1,1964,12.025749091398891
661,7,7.5678626054638825,2.0,6.675823221634848,2,1976,12.195517131590657
662,8,7.803026643632217,3.0,7.395721608602045,2,1994,12.904207367601158
663,6,7.238496840894365,2.0,7.238496840894365,1,1968,11.608235644774552
664,4,7.074116816197362,2.0,7.037027614686276,2,1972,11.831379196088763
665,8,7.64826303090192,3.0,7.638679823876112,1,2005,12.955127458028414
666,8,7.568379267836522,2.0,7.2485040723706105,2,2000,12.348006141418841
667,6,7.77485576666552,2.0,6.928537818164665,2,1965,11.76756768334381
668,6,7.425953657077541,2.0,7.249925536717988,2,1994,12.173032791451973
669,5,7.270312886079025,2.0,7.080026499922591,1,1956,12.031719258385396
670,4,7.07326971745971,1.0,6.551080335043404,1,1922,11.831379196088763
671,6,7.297091005160418,2.0,6.6039438246004725,2,2005,12.063932878369052
672,6,7.221835825288449,1.0,6.51025834052315,2,1925,11.54829260880752
673,6,7.0967213784947605,2.0,7.0967213784947605,1,1977,12.013700752882718
674,6,7.516977224604321,2.0,7.29776828253138,2,1957,12.458774999085929
675,6,7.035268599281097,1.0,7.035268599281097,1,1965,11.84939770159144
676,6,7.273092595999522,2.0,6.75110146893676,2,1978,11.908340237224891
677,4,7.480992162869525,3.0,6.9985096422506015,2,1900,11.37366339763672
678,5,6.674561391814426,1.0,6.643789733147672,1,1924,11.603679828238693
679,8,7.6236419465115715,3.0,7.6236419465115715,2,2008,12.827992316801751
680,5,6.895682697747868,2.0,6.895682697747868,1,1961,11.763684183317412
681,6,6.827629234502852,1.0,6.827629234502852,2,1980,11.870599909242044
682,5,7.326465613840322,1.0,6.675823221634848,1,1932,11.979385322467598
683,6,7.1631723908466425,2.0,7.1631723908466425,1,1996,12.061046873479915
684,9,7.419380582918692,3.0,7.3938782901077555,2,2002,12.560244459250788
685,7,7.516977224604321,2.0,7.085901464365611,2,1998,12.30591798049989
686,7,7.644919344958857,2.0,7.081708586105575,2,1984,12.24288661865289
687,7,7.473637108496206,2.0,6.773080375655535,3,2007,12.336552511980964
688,7,7.004881989712859,2.0,6.311734809152915,2,2004,11.910358401381128
689,8,7.257707677160043,2.0,7.257707677160043,2,2007,12.8790171187726
690,6,7.216709486709457,2.0,7.216709486709457,2,2005,12.17921519136029
691,6,6.742880635791903,2.0,6.742880635791903,1,2004,11.856515169360305
692,10,8.370084326378025,3.0,7.8013913202914855,3,1994,13.534473028231162
693,7,7.831617276352611,2.0,7.098375638590786,2,1989,12.721885810807203
694,5,6.9782137426306985,1.0,6.9782137426306985,1,1921,11.594321103174222
695,5,7.338888133838879,2.0,6.831953565565855,1,1936,11.86005499606543
696,6,7.036148493750536,2.0,7.013915474810528,2,1987,12.078239274020289
697,5,6.423246963533519,1.0,6.423246963533519,1,1921,11.396391648714276
698,5,7.045776576879511,1.0,6.887552571664617,1,1952,11.72399643505017
699,5,6.795705775173514,1.0,6.795705775173514,1,1965,11.83862560460953
700,7,7.237778191923443,2.0,7.237778191923443,2,2004,12.185869938212655
701,8,7.495541943884256,3.0,7.495541943884256,2,2002,12.652359748158593
702,7,7.059617628291383,2.0,7.059617628291383,1,1969,11.84939770159144
703,8,7.853993087224244,3.0,7.1180162044653335,2,2006,12.799175708864519
704,5,7.502186486602924,2.0,5.886104031450156,2,1900,11.84939770159144
705,7,7.302496423727326,2.0,7.29505641646263,2,2004,12.269047444691562
706,4,6.9957661563048505,0.0,0.0,2,1930,10.915088464214607
707,7,7.508787170634276,2.0,7.404279118037268,2,1971,12.618182296357007
708,8,7.188412736496954,2.0,7.188412736496954,2,2006,12.445089546000673
709,7,7.283448228756631,2.0,6.590301048196686,2,2007,12.09815330331068
710,5,6.806829360392176,1.0,6.775366090936392,1,1966,11.607326140391713
711,3,6.591673732008658,0.0,5.598421958998375,1,1935,10.858998997563564
712,4,7.071573364211532,1.0,6.755768921984255,1,1900,11.540307141711446
713,8,7.113142108707088,2.0,7.113142108707088,2,1988,12.14950229404178
714,4,6.866933284461882,2.0,6.866933284461882,1,1970,11.76756768334381
715,6,7.2991214627108,2.0,6.586171654854675,2,1976,11.779128505744886
716,6,7.2078598714324755,2.0,6.96979066990159,2,1974,12.013700752882718
717,7,7.845416036592485,2.0,6.576469569048224,1,1890,11.979799201207037
718,5,7.071573364211532,2.0,7.069874128458572,1,1973,11.964001084330445
719,7,7.790696031174738,3.0,7.1785454837637,2,1993,12.739637756265655
720,5,6.878326468291325,1.0,6.878326468291325,1,1969,11.763684183317412
721,8,7.462789157412448,2.0,7.462789157412448,2,1985,12.524526376648708
722,6,6.742880635791903,2.0,6.742880635791903,1,2004,11.870599909242044
723,4,6.761572768804055,2.0,6.761572768804055,1,1970,11.732060994886899
724,4,7.293017679772782,1.0,6.846943139585379,2,1954,11.813030057420567
725,9,7.437206366871292,3.0,7.437206366871292,2,2007,12.676076274775909
726,4,6.761572768804055,2.0,6.761572768804055,1,1970,11.699405031912846
727,6,7.426549072397305,2.0,6.779921907472252,2,1988,12.310432660854417
728,7,7.116394144093465,2.0,7.116394144093465,2,2007,12.178187442040638
729,5,7.4821189235521155,3.0,7.367708572374371,2,1958,11.608235644774552
730,4,7.0967213784947605,2.0,6.659293919683638,1,1925,11.542484267211773
731,8,7.38770923908104,2.0,7.374629015218945,2,1995,12.373703486914124
732,7,7.044032897274685,2.0,6.7661917146603505,2,2003,12.141534124392603
733,7,7.616283561580385,2.0,7.050122520269059,2,1998,12.312682380588432
734,5,7.042286171939743,1.0,6.761572768804055,1,1961,11.786001385032646
735,5,6.854354502255021,1.0,6.854354502255021,1,1968,11.589886506106357
736,7,7.477604243197589,2.0,6.779921907472252,1,1914,12.0015054797889
737,3,6.946975992135418,2.0,0.0,2,1950,11.44571671527678
738,8,7.496097345175956,3.0,6.794586580876499,2,2005,12.387977448827787
739,5,7.090076835776092,0.0,7.090076835776092,3,1987,12.095141084822892
740,7,7.454719949364001,2.0,6.761572768804055,2,2004,12.154779351142624
741,5,7.266827347520591,2.0,5.575949103146316,2,1910,11.790557201568507
742,6,6.815639990074331,1.0,6.815639990074331,1,1961,11.863582336583399
743,7,7.207118856207756,2.0,7.207118856207756,2,2000,12.095141084822892
744,5,7.288927694521257,2.0,6.253828811575473,2,1963,12.072541252905651
745,8,7.198183577101943,2.0,7.198183577101943,2,1993,12.100712129872347
746,8,7.906547232368036,2.0,7.040536390215956,3,1976,12.610870864650634
747,7,7.721348612617949,2.0,6.858565034791365,2,2000,12.371587084007746
748,7,7.878534196140362,4.0,7.122866658599083,1,1880,12.491172637278908
749,7,7.450079569807499,2.0,7.450079569807499,2,1996,12.46997418931655
750,4,7.332369205929062,1.0,0.0,2,1945,11.49272275765271
